vuln_id,asset_id,cve_id,severity,cvss_score,cwe_type,discovery_date,status,patch_due_days,exploit_available
VULN-00262,AST-0347,CVE-2023-6185,Medium,6.6,CWE-20,2025-06-02,Risk Accepted,60,Yes
VULN-00263,AST-0124,CVE-2023-6816,High,8.0,CWE-287,2025-06-03,In Progress,30,Yes
VULN-00264,AST-0200,CVE-2023-8851,High,7.3,CWE-79,2025-12-27,Open,60,Yes
VULN-00265,AST-0465,CVE-2023-7146,Critical,9.8,CWE-79,2025-10-16,Open,30,Yes
VULN-00266,AST-0091,CVE-2023-3684,Critical,9.7,CWE-119,2025-11-14,Closed,14,Yes
VULN-00267,AST-0281,CVE-2023-6816,Medium,5.3,CWE-89,2025-06-18,In Progress,7,Yes
VULN-00268,AST-0093,CVE-2023-3316,Medium,6.5,CWE-119,2025-07-26,Risk Accepted,90,No
VULN-00269,AST-0303,CVE-2023-9336,Low,0.6,CWE-287,2025-11-05,In Progress,90,No
VULN-00270,AST-0018,CVE-2023-1017,Low,2.1,CWE-200,2026-03-19,Closed,30,No
VULN-00271,AST-0130,CVE-2023-1528,High,8.5,CWE-20,2025-12-06,Closed,60,No
VULN-00272,AST-0049,CVE-2023-9123,High,7.6,CWE-200,2025-09-26,In Progress,30,No
VULN-00273,AST-0126,CVE-2023-7270,Low,2.1,CWE-119,2025-07-06,Risk Accepted,30,Yes
VULN-00274,AST-0365,CVE-2023-8230,Low,3.1,CWE-89,2026-04-10,Open,90,No
VULN-00275,AST-0035,CVE-2023-8039,High,7.8,CWE-119,2025-11-10,Risk Accepted,14,Yes
VULN-00276,AST-0325,CVE-2023-2791,Low,3.2,CWE-20,2026-02-02,Open,60,Yes
VULN-00277,AST-0198,CVE-2023-1439,Medium,4.8,CWE-200,2026-01-23,Closed,60,Yes
VULN-00278,AST-0416,CVE-2023-6134,Critical,9.2,CWE-79,2026-01-07,Risk Accepted,90,No
VULN-00279,AST-0325,CVE-2023-9428,Medium,6.0,CWE-89,2025-07-02,Closed,7,Yes
VULN-00280,AST-0167,CVE-2023-8212,Critical,10.0,CWE-89,2026-01-16,Open,30,No
VULN-00281,AST-0001,CVE-2023-8035,High,8.4,CWE-79,2025-08-14,In Progress,7,Yes
VULN-00282,AST-0085,CVE-2023-9804,Critical,9.5,CWE-119,2025-09-16,Closed,60,No
VULN-00283,AST-0239,CVE-2023-6253,Low,2.7,CWE-20,2025-12-31,Open,14,Yes
VULN-00284,AST-0166,CVE-2023-8563,Medium,6.2,CWE-200,2025-12-23,Risk Accepted,14,Yes
VULN-00285,AST-0242,CVE-2023-9808,Medium,6.4,CWE-79,2025-09-07,Open,14,No
VULN-00286,AST-0401,CVE-2023-4290,Low,1.0,CWE-89,2025-10-02,Risk Accepted,7,Yes
VULN-00287,AST-0016,CVE-2023-6963,Low,1.6,CWE-20,2026-03-30,Closed,14,Yes
VULN-00288,AST-0363,CVE-2023-2559,Critical,9.3,CWE-20,2025-11-02,In Progress,30,Yes
VULN-00289,AST-0317,CVE-2023-8570,High,8.8,CWE-287,2025-10-07,Risk Accepted,30,Yes
VULN-00290,AST-0245,CVE-2023-1752,High,8.5,CWE-79,2025-05-31,Risk Accepted,14,Yes
VULN-00291,AST-0154,CVE-2023-3181,Critical,9.6,CWE-119,2025-07-20,In Progress,30,Yes
VULN-00292,AST-0156,CVE-2023-5139,High,7.3,CWE-287,2025-07-11,Closed,7,Yes
VULN-00293,AST-0429,CVE-2023-8210,Medium,5.9,CWE-200,2025-05-09,Open,14,No
VULN-00294,AST-0482,CVE-2023-7516,High,7.6,CWE-287,2025-08-24,Closed,60,Yes
VULN-00295,AST-0257,CVE-2023-8389,Critical,9.5,CWE-287,2025-04-23,In Progress,30,Yes
VULN-00296,AST-0311,CVE-2023-4568,Low,2.8,CWE-20,2025-11-29,Risk Accepted,14,Yes
VULN-00297,AST-0480,CVE-2023-4385,Medium,4.9,CWE-20,2025-11-16,In Progress,7,Yes
VULN-00298,AST-0049,CVE-2023-4371,Low,1.2,CWE-200,2025-07-13,Closed,60,Yes
VULN-00299,AST-0192,CVE-2023-1185,Low,2.9,CWE-79,2025-11-29,Closed,90,Yes
VULN-00300,AST-0193,CVE-2023-6629,Medium,6.1,CWE-200,2025-07-09,Risk Accepted,14,No
VULN-00301,AST-0157,CVE-2023-7116,High,8.2,CWE-119,2025-04-17,Closed,7,Yes
VULN-00302,AST-0197,CVE-2023-3577,Critical,9.0,CWE-89,2025-05-12,In Progress,7,Yes
VULN-00303,AST-0103,CVE-2023-2211,Critical,9.5,CWE-79,2026-01-14,Risk Accepted,60,No
VULN-00304,AST-0115,CVE-2023-3161,Critical,9.4,CWE-287,2025-12-16,Open,7,Yes
VULN-00305,AST-0363,CVE-2023-5546,Low,3.6,CWE-79,2025-05-07,Risk Accepted,7,No
VULN-00306,AST-0464,CVE-2023-8717,Low,3.2,CWE-287,2025-07-12,Open,90,No
VULN-00307,AST-0056,CVE-2023-2369,Critical,9.7,CWE-20,2025-05-11,Open,14,Yes
VULN-00308,AST-0423,CVE-2023-7600,Critical,9.7,CWE-119,2026-04-01,In Progress,14,Yes
VULN-00309,AST-0180,CVE-2023-7516,High,8.1,CWE-119,2025-04-27,Open,90,No
VULN-00310,AST-0306,CVE-2023-1681,Low,2.8,CWE-79,2026-03-14,In Progress,14,No
VULN-00311,AST-0312,CVE-2023-9447,Medium,5.9,CWE-200,2025-08-21,Risk Accepted,30,No
VULN-00312,AST-0092,CVE-2023-9369,Medium,6.5,CWE-287,2025-05-12,Risk Accepted,30,Yes
VULN-00313,AST-0372,CVE-2023-8511,High,7.7,CWE-287,2025-10-31,Closed,30,No
VULN-00314,AST-0268,CVE-2023-9123,Low,3.7,CWE-287,2025-07-16,Open,30,Yes
VULN-00315,AST-0046,CVE-2023-8501,High,8.9,CWE-79,2025-08-01,Closed,14,Yes
VULN-00316,AST-0162,CVE-2023-7939,Medium,4.1,CWE-287,2025-12-30,Closed,90,Yes
VULN-00317,AST-0500,CVE-2023-6154,Critical,9.0,CWE-89,2025-10-20,In Progress,30,No
VULN-00318,AST-0358,CVE-2023-7520,High,7.4,CWE-20,2025-07-07,Open,90,No
VULN-00319,AST-0078,CVE-2023-7291,High,8.4,CWE-20,2025-11-10,Risk Accepted,14,No
VULN-00320,AST-0298,CVE-2023-6766,Critical,9.6,CWE-79,2025-06-05,Risk Accepted,7,Yes
VULN-00321,AST-0277,CVE-2023-9209,Medium,5.0,CWE-119,2026-01-20,Risk Accepted,7,Yes
VULN-00322,AST-0149,CVE-2023-4836,Critical,9.6,CWE-119,2026-04-13,Open,30,Yes
VULN-00323,AST-0181,CVE-2023-9499,Medium,5.6,CWE-20,2026-03-23,In Progress,14,Yes
VULN-00324,AST-0141,CVE-2023-4090,Low,3.8,CWE-200,2025-11-22,Open,14,No
VULN-00325,AST-0434,CVE-2023-9366,Medium,6.3,CWE-89,2025-11-24,Closed,7,No
VULN-00326,AST-0443,CVE-2023-4371,Critical,9.5,CWE-79,2025-10-15,Risk Accepted,90,No
VULN-00327,AST-0193,CVE-2023-3758,High,8.4,CWE-200,2025-07-18,In Progress,60,No
VULN-00328,AST-0321,CVE-2023-5537,High,8.1,CWE-200,2026-02-13,In Progress,14,Yes
VULN-00329,AST-0443,CVE-2023-7116,Medium,6.3,CWE-287,2025-10-15,Open,7,No
VULN-00330,AST-0024,CVE-2023-4389,Low,1.5,CWE-20,2026-02-22,Closed,90,Yes
VULN-00331,AST-0073,CVE-2023-5732,Medium,4.5,CWE-200,2025-09-20,Risk Accepted,90,Yes
VULN-00332,AST-0274,CVE-2023-9209,Low,0.3,CWE-89,2025-06-27,In Progress,30,Yes
VULN-00333,AST-0069,CVE-2023-7161,Critical,9.1,CWE-89,2025-05-21,In Progress,30,Yes
VULN-00334,AST-0005,CVE-2023-7853,Medium,6.0,CWE-20,2025-05-22,Risk Accepted,60,Yes
VULN-00335,AST-0348,CVE-2023-7046,Medium,4.6,CWE-89,2025-12-26,In Progress,90,No
VULN-00336,AST-0383,CVE-2023-2615,Low,2.5,CWE-287,2025-09-29,Open,60,Yes
VULN-00337,AST-0244,CVE-2023-5298,Medium,4.5,CWE-89,2025-08-30,Closed,7,No
VULN-00338,AST-0320,CVE-2023-2975,Critical,9.1,CWE-20,2025-09-26,Closed,7,Yes
VULN-00339,AST-0276,CVE-2023-4705,Medium,5.4,CWE-119,2025-09-21,In Progress,60,Yes
VULN-00340,AST-0102,CVE-2023-8230,Medium,5.4,CWE-200,2025-10-13,Open,14,Yes
VULN-00341,AST-0490,CVE-2023-8248,Low,2.2,CWE-79,2026-03-16,Open,14,No
VULN-00342,AST-0184,CVE-2023-5942,Medium,5.4,CWE-89,2026-01-23,Open,30,No
VULN-00343,AST-0434,CVE-2023-8570,Medium,5.8,CWE-200,2025-05-06,Closed,7,No
VULN-00344,AST-0413,CVE-2023-5693,Low,3.5,CWE-79,2026-01-01,Closed,14,Yes
VULN-00345,AST-0092,CVE-2023-1132,Medium,6.6,CWE-89,2025-12-24,Open,60,Yes
VULN-00346,AST-0075,CVE-2023-8303,Low,1.0,CWE-119,2025-12-21,Closed,90,No
VULN-00347,AST-0029,CVE-2023-6225,Low,2.2,CWE-287,2025-05-23,In Progress,90,Yes
VULN-00348,AST-0130,CVE-2023-4490,High,7.6,CWE-200,2025-05-08,In Progress,60,Yes
VULN-00349,AST-0098,CVE-2023-7516,High,7.6,CWE-200,2025-09-18,Open,14,No
VULN-00350,AST-0303,CVE-2023-7322,High,8.4,CWE-20,2026-01-22,Risk Accepted,60,No
VULN-00351,AST-0362,CVE-2023-7939,Low,2.9,CWE-287,2025-08-24,Closed,14,Yes
VULN-00352,AST-0031,CVE-2023-8055,Critical,9.1,CWE-200,2026-02-19,Closed,90,Yes
VULN-00353,AST-0095,CVE-2023-8055,High,7.4,CWE-20,2026-03-15,Open,60,Yes
VULN-00354,AST-0099,CVE-2023-9281,Low,2.8,CWE-89,2025-05-27,Risk Accepted,60,No
VULN-00355,AST-0310,CVE-2023-9454,High,7.3,CWE-79,2025-07-20,Risk Accepted,7,No
VULN-00356,AST-0103,CVE-2023-4751,Low,1.9,CWE-89,2025-06-28,In Progress,7,Yes
VULN-00357,AST-0389,CVE-2023-5380,Low,3.4,CWE-287,2025-06-27,Closed,60,Yes
VULN-00358,AST-0091,CVE-2023-7524,Low,1.6,CWE-200,2025-11-09,Risk Accepted,30,No
VULN-00359,AST-0216,CVE-2023-8193,Critical,9.5,CWE-119,2025-10-06,Open,14,No
VULN-00360,AST-0242,CVE-2023-9019,Critical,9.6,CWE-287,2025-06-08,Open,14,No
VULN-00361,AST-0330,CVE-2023-3826,Low,1.6,CWE-20,2025-09-25,Risk Accepted,14,No
VULN-00362,AST-0450,CVE-2023-7161,Medium,5.8,CWE-287,2025-06-25,In Progress,60,No
VULN-00363,AST-0141,CVE-2023-9907,Critical,9.7,CWE-89,2025-08-01,In Progress,60,No
VULN-00364,AST-0491,CVE-2023-2901,Medium,5.3,CWE-119,2025-10-11,In Progress,60,Yes
VULN-00365,AST-0312,CVE-2023-4705,Medium,4.9,CWE-287,2025-07-21,In Progress,7,Yes
VULN-00366,AST-0371,CVE-2023-8032,Critical,9.7,CWE-20,2026-03-20,Open,90,No
VULN-00367,AST-0496,CVE-2023-9056,High,7.7,CWE-79,2026-04-08,In Progress,30,Yes
VULN-00368,AST-0107,CVE-2023-2901,High,8.7,CWE-287,2025-05-14,Open,60,No
VULN-00369,AST-0299,CVE-2023-6963,Medium,6.1,CWE-119,2025-10-04,Closed,14,Yes
VULN-00370,AST-0207,CVE-2023-4203,High,8.8,CWE-200,2026-02-22,Closed,7,No
VULN-00371,AST-0335,CVE-2023-6362,Low,3.4,CWE-79,2026-03-15,Risk Accepted,14,Yes
VULN-00372,AST-0011,CVE-2023-1528,Low,1.8,CWE-79,2026-03-13,Open,14,No
VULN-00373,AST-0171,CVE-2023-9366,High,7.1,CWE-79,2025-11-14,Closed,7,Yes
VULN-00374,AST-0220,CVE-2023-2294,Critical,9.5,CWE-200,2025-05-23,Closed,30,Yes
VULN-00375,AST-0097,CVE-2023-2901,Critical,9.1,CWE-89,2025-05-04,Closed,90,Yes
VULN-00376,AST-0199,CVE-2023-1878,Low,1.9,CWE-79,2025-12-24,Open,30,No
VULN-00377,AST-0403,CVE-2023-7806,Medium,6.6,CWE-79,2025-11-10,Risk Accepted,90,Yes
VULN-00378,AST-0116,CVE-2023-2791,Medium,5.4,CWE-287,2026-03-05,Closed,30,No
VULN-00379,AST-0349,CVE-2023-5489,High,8.3,CWE-79,2025-04-20,Open,90,Yes
VULN-00380,AST-0407,CVE-2023-4314,Low,2.9,CWE-287,2025-05-21,Closed,60,No
VULN-00381,AST-0315,CVE-2023-3711,Medium,5.5,CWE-20,2026-04-09,In Progress,90,No
VULN-00382,AST-0301,CVE-2023-3321,Low,2.0,CWE-200,2026-02-01,In Progress,30,Yes
VULN-00383,AST-0201,CVE-2023-3281,Critical,9.1,CWE-287,2026-03-10,Open,14,No
VULN-00384,AST-0209,CVE-2023-5732,Low,0.3,CWE-200,2025-07-15,In Progress,7,Yes
VULN-00385,AST-0432,CVE-2023-3947,Medium,4.7,CWE-20,2025-06-18,Closed,90,No
VULN-00386,AST-0477,CVE-2023-3258,Critical,9.1,CWE-20,2025-09-19,Risk Accepted,90,Yes
VULN-00387,AST-0231,CVE-2023-5546,High,7.4,CWE-20,2025-10-20,Risk Accepted,60,Yes
VULN-00388,AST-0099,CVE-2023-7493,High,7.9,CWE-119,2025-10-18,Closed,60,No
VULN-00389,AST-0049,CVE-2023-6766,Critical,9.8,CWE-200,2025-07-07,Closed,90,Yes
VULN-00390,AST-0041,CVE-2023-7852,High,8.1,CWE-20,2026-03-16,Open,14,No
VULN-00391,AST-0273,CVE-2023-9109,Critical,9.3,CWE-287,2025-09-17,In Progress,90,No
VULN-00392,AST-0011,CVE-2023-2412,High,8.1,CWE-20,2026-03-31,Closed,7,No
VULN-00393,AST-0472,CVE-2023-2956,Low,0.4,CWE-89,2025-05-07,Closed,60,No
VULN-00394,AST-0457,CVE-2023-7815,High,8.0,CWE-79,2025-06-17,Closed,7,Yes
VULN-00395,AST-0203,CVE-2023-6484,Critical,9.4,CWE-119,2025-09-09,In Progress,14,No
VULN-00396,AST-0291,CVE-2023-7146,Low,2.9,CWE-20,2025-04-15,Closed,14,Yes
VULN-00397,AST-0060,CVE-2023-8848,High,7.4,CWE-119,2025-09-13,Risk Accepted,90,Yes
VULN-00398,AST-0194,CVE-2023-6228,Critical,9.3,CWE-287,2025-07-26,Open,30,No
VULN-00399,AST-0341,CVE-2023-2847,Critical,9.1,CWE-287,2026-04-09,Closed,7,No
VULN-00400,AST-0033,CVE-2023-9537,High,7.6,CWE-20,2026-02-13,Closed,90,No
VULN-00401,AST-0255,CVE-2023-4063,Low,2.7,CWE-89,2026-02-13,In Progress,30,Yes
VULN-00402,AST-0489,CVE-2023-4568,Critical,9.5,CWE-200,2025-10-08,Open,14,No
VULN-00403,AST-0194,CVE-2023-2685,Medium,4.8,CWE-287,2025-08-03,Closed,90,Yes
VULN-00404,AST-0084,CVE-2023-5489,High,7.1,CWE-20,2025-09-26,Risk Accepted,7,Yes
VULN-00405,AST-0044,CVE-2023-2463,Critical,9.5,CWE-79,2026-01-10,Open,60,Yes
VULN-00406,AST-0452,CVE-2023-2901,Critical,9.4,CWE-287,2026-01-23,Risk Accepted,90,No
VULN-00407,AST-0367,CVE-2023-8801,Medium,5.0,CWE-287,2026-02-13,Open,60,Yes
VULN-00408,AST-0472,CVE-2023-5308,Critical,9.5,CWE-287,2025-11-16,Risk Accepted,7,No
VULN-00409,AST-0119,CVE-2023-7745,Medium,6.0,CWE-119,2025-12-28,Risk Accepted,14,Yes
VULN-00410,AST-0213,CVE-2023-6905,High,8.6,CWE-20,2026-01-19,Closed,60,Yes
VULN-00411,AST-0008,CVE-2023-3248,Medium,6.3,CWE-20,2025-10-21,Risk Accepted,60,Yes
VULN-00412,AST-0049,CVE-2023-5732,Critical,9.5,CWE-119,2025-06-14,Risk Accepted,14,No
VULN-00413,AST-0440,CVE-2023-3725,Medium,5.8,CWE-200,2025-06-27,Open,60,Yes
VULN-00414,AST-0190,CVE-2023-8563,Medium,5.6,CWE-20,2025-08-08,Risk Accepted,60,No
VULN-00415,AST-0437,CVE-2023-2526,High,8.2,CWE-89,2025-07-08,Risk Accepted,60,Yes
VULN-00416,AST-0331,CVE-2023-2120,Medium,4.6,CWE-200,2025-05-07,Risk Accepted,60,No
VULN-00417,AST-0089,CVE-2023-2160,High,7.3,CWE-79,2025-11-25,Risk Accepted,7,No
VULN-00418,AST-0375,CVE-2023-7939,Medium,5.6,CWE-119,2026-01-25,In Progress,30,No
VULN-00419,AST-0315,CVE-2023-5902,Critical,9.6,CWE-200,2025-11-11,Risk Accepted,30,No
VULN-00420,AST-0497,CVE-2023-9209,Critical,9.1,CWE-89,2025-05-08,Open,14,Yes
VULN-00421,AST-0289,CVE-2023-2354,Low,2.1,CWE-200,2026-01-30,Risk Accepted,14,Yes
VULN-00422,AST-0456,CVE-2023-8717,Medium,4.9,CWE-287,2025-08-14,Closed,60,No
VULN-00423,AST-0252,CVE-2023-5489,Critical,9.6,CWE-200,2025-05-07,Risk Accepted,14,No
VULN-00424,AST-0017,CVE-2023-8511,Critical,9.4,CWE-79,2025-05-04,Open,90,No
VULN-00425,AST-0354,CVE-2023-8118,Critical,9.9,CWE-79,2025-11-27,In Progress,60,No
VULN-00426,AST-0457,CVE-2023-5729,Medium,6.1,CWE-119,2025-10-17,Risk Accepted,90,Yes
VULN-00427,AST-0366,CVE-2023-8460,High,7.9,CWE-200,2025-10-27,Risk Accepted,30,No
VULN-00428,AST-0222,CVE-2023-1901,High,7.5,CWE-287,2026-04-07,In Progress,14,Yes
VULN-00429,AST-0329,CVE-2023-5239,Critical,9.6,CWE-287,2026-03-12,Risk Accepted,60,Yes
VULN-00430,AST-0493,CVE-2023-4534,Critical,9.1,CWE-119,2025-11-07,Risk Accepted,90,No
VULN-00431,AST-0155,CVE-2023-9880,High,7.9,CWE-200,2025-06-15,Risk Accepted,60,No
VULN-00432,AST-0319,CVE-2023-4314,High,7.4,CWE-79,2025-05-07,Risk Accepted,14,No
VULN-00433,AST-0072,CVE-2023-3139,Low,1.9,CWE-20,2025-10-29,Open,7,No
VULN-00434,AST-0139,CVE-2023-3758,Medium,4.3,CWE-287,2025-05-16,Open,14,No
VULN-00435,AST-0129,CVE-2023-7786,Low,2.1,CWE-200,2026-03-11,Open,14,No
VULN-00436,AST-0343,CVE-2023-8449,Critical,9.7,CWE-200,2025-06-26,Closed,90,Yes
VULN-00437,AST-0308,CVE-2023-5991,Medium,5.6,CWE-119,2025-05-11,Risk Accepted,90,No
VULN-00438,AST-0281,CVE-2023-8729,Medium,5.2,CWE-20,2025-12-02,Closed,14,Yes
VULN-00439,AST-0101,CVE-2023-4470,Medium,6.1,CWE-20,2025-05-11,Open,60,Yes
VULN-00440,AST-0496,CVE-2023-7367,Critical,9.7,CWE-287,2026-01-02,Open,30,No
VULN-00441,AST-0401,CVE-2023-5773,Critical,9.1,CWE-20,2026-03-15,Closed,14,No
VULN-00442,AST-0021,CVE-2023-7483,Medium,6.5,CWE-287,2025-07-15,Open,90,Yes
VULN-00443,AST-0149,CVE-2023-4196,High,8.3,CWE-89,2025-09-18,Closed,14,No
VULN-00444,AST-0249,CVE-2023-5005,High,8.5,CWE-79,2025-05-31,Closed,7,Yes
VULN-00445,AST-0293,CVE-2023-4090,High,8.6,CWE-119,2026-04-15,Risk Accepted,14,No
VULN-00446,AST-0055,CVE-2023-5059,High,7.4,CWE-20,2026-03-26,Open,30,Yes
VULN-00447,AST-0421,CVE-2023-5503,Critical,9.2,CWE-119,2025-11-22,Closed,60,Yes
VULN-00448,AST-0347,CVE-2023-2354,Low,2.7,CWE-119,2025-07-19,Closed,14,No
VULN-00449,AST-0231,CVE-2023-1273,Critical,9.3,CWE-119,2025-11-25,Risk Accepted,30,Yes
VULN-00450,AST-0455,CVE-2023-2559,Critical,9.9,CWE-20,2025-12-01,Risk Accepted,90,No
VULN-00451,AST-0367,CVE-2023-1225,Medium,4.8,CWE-79,2025-04-30,Closed,90,No
VULN-00452,AST-0477,CVE-2023-9482,Low,3.0,CWE-89,2025-12-11,In Progress,90,No
VULN-00453,AST-0430,CVE-2023-5991,High,7.6,CWE-287,2025-05-16,Open,7,Yes
VULN-00454,AST-0200,CVE-2023-7566,Low,0.5,CWE-287,2025-09-24,Risk Accepted,30,Yes
VULN-00455,AST-0056,CVE-2023-4290,Medium,4.7,CWE-79,2025-12-26,Open,7,Yes
VULN-00456,AST-0400,CVE-2023-2392,Critical,9.7,CWE-79,2025-11-27,In Progress,60,Yes
VULN-00457,AST-0066,CVE-2023-8365,Critical,9.7,CWE-20,2025-11-20,Risk Accepted,7,No
VULN-00458,AST-0130,CVE-2023-3340,Medium,6.2,CWE-287,2025-11-04,Closed,30,Yes
VULN-00459,AST-0436,CVE-2023-2865,Critical,9.3,CWE-119,2025-08-15,Risk Accepted,30,Yes
VULN-00460,AST-0105,CVE-2023-5560,Medium,6.8,CWE-89,2026-04-13,Risk Accepted,7,No
VULN-00461,AST-0044,CVE-2023-2901,High,8.2,CWE-287,2025-07-25,Risk Accepted,7,Yes
VULN-00462,AST-0296,CVE-2023-8812,Low,0.9,CWE-79,2025-07-03,Risk Accepted,30,Yes
VULN-00463,AST-0407,CVE-2023-5646,Critical,9.1,CWE-287,2025-12-31,Closed,60,Yes
VULN-00464,AST-0385,CVE-2023-1017,Low,0.7,CWE-79,2026-01-18,Open,60,No
VULN-00465,AST-0284,CVE-2023-2934,High,8.3,CWE-119,2025-08-15,Open,90,No
VULN-00466,AST-0347,CVE-2023-3545,Low,1.8,CWE-287,2025-07-16,Open,90,Yes
VULN-00467,AST-0023,CVE-2023-7270,Critical,9.4,CWE-119,2025-07-27,Open,90,No
VULN-00468,AST-0137,CVE-2023-4683,Medium,6.0,CWE-79,2025-09-15,Open,30,No
VULN-00469,AST-0181,CVE-2023-4921,Critical,9.8,CWE-20,2025-06-04,In Progress,14,Yes
VULN-00470,AST-0296,CVE-2023-6766,Low,2.6,CWE-287,2025-12-31,Risk Accepted,7,No
VULN-00471,AST-0242,CVE-2023-4836,Low,0.4,CWE-119,2025-12-21,In Progress,14,Yes
VULN-00472,AST-0433,CVE-2023-3035,High,7.0,CWE-89,2025-08-09,Risk Accepted,60,Yes
VULN-00473,AST-0443,CVE-2023-3458,Medium,5.4,CWE-119,2025-10-09,Open,7,No
VULN-00474,AST-0100,CVE-2023-3017,Critical,9.3,CWE-79,2025-08-15,Risk Accepted,7,Yes
VULN-00475,AST-0151,CVE-2023-8428,Low,3.7,CWE-200,2026-04-10,In Progress,90,Yes
VULN-00476,AST-0306,CVE-2023-2615,Critical,9.0,CWE-119,2026-01-31,Open,60,Yes
VULN-00477,AST-0358,CVE-2023-1725,High,8.3,CWE-79,2026-04-13,In Progress,7,No
VULN-00478,AST-0001,CVE-2023-2712,Critical,9.5,CWE-200,2025-05-13,Open,7,Yes
VULN-00479,AST-0472,CVE-2023-6905,Low,2.4,CWE-89,2025-04-18,Open,14,No
VULN-00480,AST-0288,CVE-2023-2380,Medium,6.4,CWE-287,2025-10-09,Risk Accepted,30,Yes
VULN-00481,AST-0435,CVE-2023-7274,High,7.6,CWE-89,2025-12-12,Open,90,Yes
VULN-00482,AST-0318,CVE-2023-6993,Medium,4.2,CWE-89,2025-11-19,Risk Accepted,14,No
VULN-00483,AST-0176,CVE-2023-8457,High,7.8,CWE-200,2025-05-23,Open,14,Yes
VULN-00484,AST-0126,CVE-2023-6443,Low,3.1,CWE-119,2025-05-13,Open,7,Yes
VULN-00485,AST-0196,CVE-2023-4490,High,8.8,CWE-287,2025-11-09,Closed,60,No
VULN-00486,AST-0226,CVE-2023-1017,High,7.4,CWE-20,2025-07-06,Risk Accepted,60,Yes
VULN-00487,AST-0083,CVE-2023-6147,High,8.2,CWE-200,2025-10-28,In Progress,60,Yes
VULN-00488,AST-0398,CVE-2023-8501,Medium,5.0,CWE-200,2025-07-26,In Progress,14,Yes
VULN-00489,AST-0337,CVE-2023-5005,Critical,9.6,CWE-200,2025-06-05,In Progress,60,Yes
VULN-00490,AST-0110,CVE-2023-9907,Medium,4.2,CWE-89,2026-04-12,Risk Accepted,60,Yes
VULN-00491,AST-0096,CVE-2023-6228,High,8.0,CWE-79,2025-08-28,Closed,30,Yes
VULN-00492,AST-0313,CVE-2023-6905,Low,1.1,CWE-119,2026-03-23,Open,7,Yes
VULN-00493,AST-0054,CVE-2023-3230,High,7.3,CWE-119,2025-05-11,Open,7,Yes
VULN-00494,AST-0066,CVE-2023-3316,Low,2.4,CWE-119,2026-03-22,In Progress,30,Yes
VULN-00495,AST-0141,CVE-2023-2211,Critical,9.3,CWE-89,2025-07-18,Risk Accepted,14,No
VULN-00496,AST-0144,CVE-2023-1752,High,7.1,CWE-119,2025-09-05,Open,60,Yes
VULN-00497,AST-0276,CVE-2023-2923,High,8.8,CWE-89,2025-08-03,Risk Accepted,30,Yes
VULN-00498,AST-0448,CVE-2023-4836,Low,2.8,CWE-20,2025-06-15,Closed,14,No
VULN-00499,AST-0154,CVE-2023-6289,High,7.1,CWE-79,2025-10-02,Closed,14,Yes
VULN-00500,AST-0014,CVE-2023-2712,Low,1.8,CWE-20,2026-03-04,In Progress,30,Yes
VULN-00501,AST-0115,CVE-2023-2037,High,8.1,CWE-89,2025-11-11,Open,60,No
VULN-00502,AST-0322,CVE-2023-6077,High,8.1,CWE-119,2026-01-13,Closed,7,No
VULN-00503,AST-0120,CVE-2023-7965,High,7.5,CWE-200,2025-08-10,In Progress,90,Yes
VULN-00504,AST-0378,CVE-2023-6228,Critical,9.4,CWE-79,2025-12-08,Risk Accepted,90,Yes
VULN-00505,AST-0372,CVE-2023-9827,Low,2.1,CWE-287,2026-02-22,Open,60,No
VULN-00506,AST-0062,CVE-2023-4090,High,7.2,CWE-79,2025-12-24,Risk Accepted,14,Yes
VULN-00507,AST-0118,CVE-2023-3174,Medium,4.9,CWE-79,2025-11-06,Open,60,No
VULN-00508,AST-0350,CVE-2023-4909,High,8.0,CWE-200,2025-04-18,Open,60,No
VULN-00509,AST-0097,CVE-2023-5729,High,8.7,CWE-89,2025-12-30,Closed,60,Yes
VULN-00510,AST-0219,CVE-2023-3181,Critical,9.4,CWE-20,2026-02-26,Open,30,No
VULN-00511,AST-0083,CVE-2023-5489,Medium,6.0,CWE-200,2025-11-16,In Progress,7,No
VULN-00512,AST-0269,CVE-2023-6488,Critical,9.5,CWE-287,2025-08-09,Closed,7,Yes
VULN-00513,AST-0189,CVE-2023-5102,Low,1.5,CWE-79,2026-04-11,Closed,30,Yes
VULN-00514,AST-0280,CVE-2023-9655,Critical,9.6,CWE-89,2025-12-28,In Progress,30,Yes
VULN-00515,AST-0215,CVE-2023-2380,Critical,9.6,CWE-200,2025-05-25,In Progress,14,No
VULN-00516,AST-0221,CVE-2023-3078,Medium,6.6,CWE-287,2026-04-14,Risk Accepted,30,Yes
VULN-00517,AST-0237,CVE-2023-8193,Critical,9.4,CWE-119,2026-03-22,Open,60,No
VULN-00518,AST-0458,CVE-2023-2106,Low,2.5,CWE-287,2025-06-06,Open,14,No
VULN-00519,AST-0172,CVE-2023-3735,Critical,9.1,CWE-89,2025-07-26,Closed,7,Yes
VULN-00520,AST-0299,CVE-2023-9691,High,7.5,CWE-89,2025-05-29,Risk Accepted,14,Yes
VULN-00521,AST-0442,CVE-2023-1579,Critical,9.3,CWE-287,2026-03-26,In Progress,60,No
VULN-00522,AST-0212,CVE-2023-2276,Low,1.8,CWE-79,2025-05-26,Closed,14,Yes
